-0.0198592,-0.0181005,-0.0180682,-0.0185525,-0.01,-0.00988994,-0.0258692,-0.0181206,-0.0180473,-0.0099,-0.01,-0.0099,-0.01,-0.01,-0.0184931,-0.01,-0.0180916,-0.0181174,-0.0099,-0.00981
0.0736624,-0.0190951,-0.01,0,0,-0.01,-0.01,0,-0.01,0,0,0,-0.01,-0.01,0,-0.01,-0.01,0,-0.0271,0
-0.01,-0.019,-0.01,-0.0178552,-0.013304,-0.00981468,-0.00964635,-0.0098747,-0.01,-0.018779,-0.0179235,-0.01,-0.00950933,-0.01,-0.00972628,-0.01,-0.01,-0.01,-0.00969265,-0.0187089
0.0732559,0,-0.00927676,-0.00935881,-0.00972377,-0.01,-0.009899,-0.00945817,-0.017619,-0.00931582,-0.00940613,0,-0.01,-0.00957847,0,-0.01,-0.009899,-0.00945817,-0.00964795,-0.0181986
0.0846152,-0.0093168,-0.00943047,0,0,-0.0183318,0,0,0,-0.00921866,0,-0.01,-0.0185005,-0.00923095,0,-0.00940785,0,-0.0093168,0,0
0.0700423,-0.01,0,0,-0.0191,0,0,-0.009542,-0.01,-0.01,0,0,0,0,-0.00981902,0,0,0,0,-0.01
-0.01,-0.0190864,-0.0140009,-0.0189849,-0.01,-0.0100926,-0.01,-0.01,-0.01,-0.01,-0.01,-0.0100943,-0.01,-0.01,-0.01,-0.0190943,-0.01,-0.019,-0.01,-0.019
-0.0177763,-0.01,-0.0187246,-0.00958556,-0.00958556,-0.01,-0.01,-0.00972458,-0.01,-0.0269783,-0.01,-0.019,-0.0271,-0.01,-0.01808,-0.01,-0.0183375,-0.019,-0.01,-0.0182998
-0.01,-0.01,-0.01,-0.01,0,-0.019,-0.01,-0.01,-0.00998336,-0.018352,-0.01,-0.01,-0.01,0,-0.01,-0.0186319,-0.019,-0.01,-0.0187818,-0.0242518
-0.01,-0.019,-0.0180973,-0.00987832,-0.017651,-0.00961294,-0.01,-0.0248382,-0.00961294,-0.0182876,-0.01,-0.0097526,-0.00999146,-0.01,0,-0.00945882,-0.01,-0.01,-0.01,-0.00961294
-0.0100936,0,-0.01909,0,-0.01,-0.019,-0.01,0,-0.01,-0.0101,-0.01,0,-0.0190919,-0.01009,-0.00933074,-0.01,-0.019,-0.019,0,-0.0191
-0.018,-0.0186587,-0.018271,-0.0189152,-0.019,-0.01,-0.01,-0.0188092,-0.01,-0.01,-0.0188092,-0.0185168,-0.019,-0.0184249,-0.0181,-0.01,-0.0185651,-0.01,-0.019,-0.01
-0.01,-0.019,0,-0.019,-0.01,-0.0185166,-0.01,-0.01,-0.01,-0.01,-0.01,-0.020056,-0.0181899,-0.00989831,-0.01,-0.019,-0.01,-0.01,-0.01,-0.01
-0.01,-0.01,-0.00952874,-0.00936527,-0.0181046,-0.01,-0.0185287,-0.00999994,-0.01,-0.00980828,-0.00918468,-0.01,-0.01,-0.00936527,-0.01,-0.01799,-0.0255336,-0.00936527,-0.01,-0.01
-0.0128252,-0.01,-0.0189057,-0.01,-0.0183682,0,-0.01,-0.019,-0.01,0,0,-0.01,0,-0.019,0,-0.01,0.00725457,-0.019,0,-0.01
-0.0451433,-0.0094258,-0.01,-0.01,-0.01,-0.01,-0.0186872,-0.00990845,-0.01,-0.0097249,0,-0.001239,-0.0265258,0,-0.01,-0.01,-0.01,-0.00990845,-0.01,-0.00990845
-0.00167879,-0.01,-0.0185203,-0.0100205,-0.00991255,-0.01,-0.00991819,-0.01,-0.01,0,-0.01,-0.0190261,-0.01,0,-0.01,-0.0100261,-0.01,-0.01,-0.019,-0.0187327
-0.0123237,-0.01,-0.01,-0.00986869,-0.01,-0.01,-0.00973688,-0.01,-0.01,-0.01,-0.00982383,-0.00984271,-0.00972158,-0.0267157,-0.01,-0.01,-0.00965801,-0.00975132,-0.0188688,-0.01
0.00259563,-0.00980412,0,-0.01,0,-0.00957452,-0.0188973,0,-0.00971961,-0.01,0,0,-0.00916134,0,-0.0175392,-0.01,-0.01,0,-0.0178668,-0.01
0.0724378,0,0,0,0,-0.0180215,0,-0.00909475,0,-0.00981,0,0,-0.00981,-0.01,0,0,-0.01,0,0,0
0.0858629,0,-0.0189,0,0,-0.01,0,-0.01,0,-0.0097279,0,0,0,-0.01,-0.00948796,0,0,0,0,0
0.0698403,-0.01,-0.01,-0.01,0,0,-0.01,-0.019,-0.0185946,0,-0.01,0,-0.01,0,-0.01,0,-0.01,0,-0.01,0
0.0536517,0,0,-0.01,-0.01,-0.01,-0.009,-0.01,-0.01,-0.01,-0.01,-0.01,-0.0181298,0,0,-0.01,-0.01,0,-0.0189389,0
-0.03439,-0.0100981,-0.0271961,-0.00460102,-0.01,0,-0.01,0,-0.01,-0.01,-0.019,-0.0344861,-0.0100968,-0.0100975,-0.01,-0.0100981,-0.01,-0.0100961,0,-0.01
0.0284703,-0.01,-0.0186561,-0.0098403,0,-0.01,-0.00968064,0,-0.00971144,-0.00975627,-0.01,-0.0184416,0,-0.0099,-0.00975627,-0.00971144,0,-0.009729,-0.00979049,-0.00975627
0.0598089,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,-0.01,0,-0.01,-0.01,-0.01,-0.01
0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.019,-0.01,-0.019,-0.01,-0.01,0,0,-0.0271,-0.01,0,0,-0.01
-0.0342726,-0.01,0,-0.00998363,-0.01,0,0,-0.01,-0.01,-0.01,-0.0189916,-0.01,-0.01,-0.0188911,-0.00999164,-0.00979968,-0.01,0,-0.01,0
0.028334,-0.01,-0.01,-0.01,-0.0099,-0.0186561,0,0,0,0,-0.00959049,0,0,-0.01,-0.009729,-0.00973144,-0.01,-0.01,0,-0.00981
